window_start,n_events,susc_fixed,susc_active
0.0,6055,3.216164053075995,18.51938970120788
1.54,5120,4.192601527945316,19.80625296068214
3.08,6278,3.237796542018496,14.175662878787879
4.62,6287,3.2804181745074388,14.413907284768213
6.16,6287,3.825331724969843,17.579990561585653
7.7,6285,3.661921994370728,16.56229431123648
9.24,6294,3.634499396863691,16.452830188679247
10.780000000000001,6292,3.607318053880177,16.30783758262512
12.32,6297,3.6221149979895455,16.380188679245283
13.86,6311,3.4640128669079213,15.398496240601503
15.399999999999999,6350,3.547004422999598,15.786181139122316
16.939999999999998,8492,3.6542822677925213,16.365921787709496
18.479999999999997,6386,3.723120225170889,16.705936920222634
20.019999999999996,6397,4.375633293124246,20.442334414080594
21.559999999999995,6395,4.201608363490148,19.422952336881075
23.099999999999994,6399,3.8307197426618416,17.334106728538284
24.639999999999993,6405,3.907599517490953,17.762169680111267
26.179999999999993,6431,6.972175311620426,35.08168884809545
27.71999999999999,6439,6.851869722557298,34.27297668038409
29.25999999999999,6438,3.6595898673100122,16.233532934131738
30.79999999999999,6444,3.658464012866908,16.192095588235293
32.33999999999999,6453,3.6739043023723363,16.245300320953692
33.87999999999999,6453,3.674547647768396,16.255963302752292
35.41999999999999,6472,3.4324889425010054,14.799270072992702
36.95999999999999,8650,3.4191395255327706,14.686078252957234
38.499999999999986,6490,3.4178528347406516,14.741316270566728
40.039999999999985,6496,3.423803779654202,14.743730050159598
41.579999999999984,6505,3.4284680337756335,14.751366120218579
43.11999999999998,6514,3.422838761560113,14.688323489323034
44.65999999999998,6522,3.4649778850020105,14.926397092230804
46.19999999999998,6537,3.4834740651387213,14.929634641407308
47.73999999999998,6540,3.4390832328106153,14.674481514878268
49.27999999999998,6542,3.410615199034982,14.502702702702702
50.81999999999998,6542,3.410293526336952,14.549728752260398
52.35999999999998,6560,3.4191395255327706,14.538253825382538
53.89999999999998,6567,3.418817852834741,14.542548401620891
55.439999999999976,6568,3.4191395255327706,14.562669071235348
56.979999999999976,8775,3.451145958986731,14.601070950468541
58.519999999999975,6598,3.4516284680337757,14.615899955337204
60.059999999999974,6625,3.4712505026135907,14.62145390070922
61.59999999999997,6629,3.4685162846803377,14.606382978723405
63.13999999999997,6646,3.5291515882589466,14.98399288572699
64.67999999999998,6656,3.532368315239244,15.001778568252556
66.21999999999998,6673,3.551990349819059,15.022978347326557
67.75999999999999,6683,3.5999195818254925,15.22975352112676
69.3,6682,3.599276236429433,15.276501766784452
70.84,6690,3.6222758343385606,15.35843240863056
72.38000000000001,6717,3.8866103739445115,16.722733245729305
73.92000000000002,8971,3.865058303176518,16.57124125874126
75.46000000000002,6732,3.5126658624849214,14.697939500219203
77.00000000000003,6757,5.76292722155207,26.863318777292577
78.54000000000003,6797,6.720225170888621,31.819324090121317
80.08000000000004,6806,4.212464817048653,18.27064418504107
81.62000000000005,6793,4.260394049055086,18.57390550498483
