window_start,n_events,susc_fixed,susc_active
0.0,5722,0.9641818260756306,0.6523388116308471
48.48,4212,0.9944427560456736,0.9368213228035538
96.96,4737,1.004254764902531,1.044525215810995
145.44,6956,0.9406937871749229,0.5057887120115774
193.92,6564,0.9489862371380193,0.5466820987654321
242.39999999999998,5409,0.9737333391221291,0.7465437788018433
290.88,6749,0.9343550557895194,0.45098039215686275
339.36,7581,0.9371770937350757,0.5142665323934206
387.84000000000003,5591,0.9592324056788086,0.6126237623762376
436.32000000000005,5861,0.9608387965093561,0.6309328968903437
484.80000000000007,7896,0.9330091607693309,0.477834179357022
533.2800000000001,6870,0.9479442538965832,0.5612879619465788
581.7600000000001,5678,0.9640515781704511,0.663961038961039
630.2400000000001,6565,0.9460339512872835,0.5494744472635013
678.7200000000001,7038,0.934528719663092,0.49900332225913624
727.2000000000002,5375,0.9576694308166543,0.5945945945945946
775.6800000000002,5874,0.9533712499457301,0.5811232449297972
824.1600000000002,7821,0.9247167108062345,0.44618332801022037
872.6400000000002,6915,0.9495072287587375,0.5833034754568255
921.1200000000002,5939,0.9568445274171841,0.5866943866943867
969.6000000000003,6826,0.9350931272522034,0.45036764705882354
1018.0800000000003,7300,0.9373941735770417,0.5027586206896552
1066.5600000000002,5725,0.9493335648851647,0.5057179161372299
1115.0400000000002,5893,0.9535883297876959,0.5752880413190306
1163.5200000000002,7447,0.9406503712065297,0.5534139170205815
1212.0000000000002,6816,0.9351365432205966,0.4592833876221498
1260.4800000000002,5737,0.9522424347675075,0.5482546201232033
1308.9600000000003,6514,0.9486823253592671,0.564319941024696
1357.4400000000003,7204,0.9426475057526158,0.5525067750677507
1405.9200000000003,5465,0.9629227629922286,0.6393581081081081
1454.4000000000003,6169,0.950896539747319,0.5428455941794664
1502.8800000000003,8417,0.930273954760561,0.4842646114322415
1551.3600000000004,7174,0.9417791863847523,0.49850411368735975
1599.8400000000004,5860,0.9581904224373725,0.5914297836232499
1648.3200000000004,7141,0.9483784135805149,0.5759629101283881
1696.8000000000004,8482,0.934485303694699,0.505570117955439
1745.2800000000004,6551,0.9673511917683324,0.6918032786885245
1793.7600000000004,6559,0.9620544436243651,0.6531746031746032
1842.2400000000005,8177,0.9379151651977597,0.5286750164798946
1890.7200000000005,6865,0.9433421612469066,0.5077329309694455
1939.2000000000005,5503,0.9581035905005861,0.5780498469610844
1987.6800000000005,6846,0.9508531237789258,0.5708870356330553
2036.1600000000005,8025,0.9440368167411974,0.5570446735395189
2084.6400000000003,5554,0.9606217166673903,0.5882886972310486
2133.1200000000003,5155,0.9689141666304867,0.6622641509433962
2181.6000000000004,7325,0.9412147787956411,0.5094202898550725
2230.0800000000004,7054,0.9534580818825164,0.5933232169954477
2278.5600000000004,6105,0.9497677245690965,0.5055555555555555
2327.0400000000004,9702,0.9195936265358399,0.42502328469419437
2375.5200000000004,10243,0.9113445925411366,0.3849397590361446
2424.0000000000005,6585,0.9472495984022924,0.489281210592686
2472.4800000000005,7468,0.9509399557157122,0.5789865871833085
2520.9600000000005,8486,0.9479876698649763,0.6092628832354859
2569.4400000000005,6554,0.959319237615595,0.6248999199359487
2617.9200000000005,6811,0.9503321321582078,0.5442231075697211
2666.4000000000005,8441,0.9299266270134156,0.4643212744772652
2714.8800000000006,7183,0.9519385229887553,0.5729166666666666
2763.3600000000006,5812,0.967481439673512,0.6435030937648739
2811.8400000000006,5949,1.0082490339947032,1.084033613445378
2860.3200000000006,6452,0.9740372509008813,0.7719298245614035
2908.8000000000006,5136,0.9811574697173621,0.8089788732394366
2957.2800000000007,5210,0.9693049103460253,0.6901840490797546
3005.7600000000007,7231,0.9477271740546173,0.5631349782293179
3054.2400000000007,6554,0.9529805062301915,0.5633064516129033
3102.7200000000007,5529,0.9674380237051188,0.6621621621621622
3151.2000000000007,7017,0.9464681109712152,0.5368144252441773
3199.6800000000007,7628,0.9420830981635046,0.5249287749287749
3248.1600000000008,5315,0.9758607215733947,0.744837081229922
3296.640000000001,5127,0.98810402466027,0.8722014925373134
3345.120000000001,7362,0.9617071158772197,0.6867897727272727
3393.600000000001,6691,0.9492467329483785,0.5608564988730278
3442.080000000001,5022,0.9698259019667433,0.6677820267686424
3490.560000000001,5939,0.9610992923197151,0.6320328542094455
3539.040000000001,7059,0.990578734858681,0.9200442151805454
3587.520000000001,5492,1.144618590717666,2.4997748761819
3636.000000000001,5475,0.9705639734294274,0.708512467755804
3684.480000000001,7010,0.9500716363478487,0.5813614852566437
3732.960000000001,6325,0.9560196240177137,0.5863617803184974
3781.440000000001,5568,0.9782051838666261,0.7691954022988505
3829.920000000001,6308,0.954586897060739,0.5592077538980194
3878.400000000001,6781,0.9519819389571484,0.5762452107279693
3926.880000000001,4877,0.9707810532713932,0.6759749638902263
3975.360000000001,5408,0.9861937220509703,0.8592920353982301
4023.840000000001,7342,0.9618807797507923,0.6892035398230089
4072.320000000001,5877,0.9621846915295446,0.6482229402261712
4120.800000000001,4375,0.9713020448921114,0.674384236453202
4169.280000000001,5696,0.9593626535839882,0.6201298701298701
4217.76,6897,0.9487691572960535,0.5719985491476243
4266.24,5046,0.9685668388833413,0.6641929499072357
4314.719999999999,4865,0.9626622671818695,0.5859412614347617
4363.199999999999,6911,0.9459905353188903,0.5300340007555724
4411.6799999999985,6467,0.9560630399861069,0.5996835443037974
4460.159999999998,5401,0.9834585160422004,0.8237742830712304
4508.639999999998,6060,0.9594494855207746,0.6138900372054568
4557.119999999997,6874,0.9462510311292494,0.5232961108971891
4605.599999999997,5390,0.9628793470238354,0.5984030061061532
4654.079999999996,5139,0.9637042504233057,0.609528257823447
4702.559999999996,6720,0.9432553293101202,0.5
4751.039999999995,6077,0.9545000651239526,0.5574324324324325
4799.519999999995,7416,0.9682195111361959,0.7170467723231543
4847.9999999999945,8254,0.9514175313680372,0.6109179415855355
4896.479999999994,5818,0.959058741805236,0.6125718981101068
4944.959999999994,4591,0.9721269482915816,0.6910490856592878
4993.439999999993,5306,0.9665262883688621,0.6633187772925764
5041.919999999993,6261,0.9686102548517345,0.7168037602820212
5090.399999999992,5062,0.9651369773802805,0.6266852626685263
5138.879999999992,4790,0.9641384101072374,0.5948994605198626
5187.3599999999915,5800,0.9552815525550298,0.5775225594749795
5235.839999999991,5174,0.9819823731168323,0.8149799375835934
5284.319999999991,4472,0.9987843528849911,0.9859578736208626
5332.79999999999,5015,0.9645725697911692,0.6358768406961178
5381.27999999999,5489,0.9549776407762776,0.5858626198083067
5429.759999999989,4327,0.9744279946164199,0.7065271549576483
5478.239999999989,4482,0.9749924022055312,0.7044638276038995
5526.719999999988,5868,0.9683497590413754,0.7017184942716858
5575.199999999988,5586,0.9577562627534407,0.5825825825825826
5623.679999999988,5020,0.9640949941388443,0.6137319009808501
5672.159999999987,5982,0.9509399557157122,0.5254094918101638
5720.639999999987,6857,0.9367429340511441,0.4346138921226232
5769.119999999986,5362,0.9548039769027048,0.5164886205294937
5817.599999999986,4990,0.9601441410150653,0.5545851528384279
5866.079999999985,6891,0.9415186905743933,0.48172373989996153
5914.559999999985,6633,0.939217644249555,0.4290375203915171
5963.0399999999845,5564,0.9667867841792211,0.66
6011.519999999984,6531,0.9632266747709808,0.669140625
6059.999999999984,6996,0.9514609473364304,0.5906261442694983
6108.479999999983,5120,0.9800286545391395,0.7964601769911505
6156.959999999983,5241,0.9704337255242478,0.7045553145336225
6205.439999999982,6827,0.9569313593539704,0.6355620867009552
6253.919999999982,5898,0.9665697043372552,0.6837782340862423
6302.399999999981,5048,0.9623149394347241,0.5888204642349597
6350.879999999981,6400,0.9530673381669779,0.5467505241090147
6399.359999999981,7396,0.9518082750835758,0.5720894371626831
6447.83999999998,5329,0.9744279946164199,0.7250233426704015
6496.31999999998,4866,0.9755133938262492,0.7425832952989503
6544.799999999979,6445,0.9615768679720401,0.6696528555431132
6593.279999999979,5644,0.9532410020405505,0.5542218543046358
6641.759999999978,4861,1.0113749837190118,1.1264478764478765
6690.239999999978,6177,0.9729518516910519,0.7482828282828283
6738.7199999999775,6938,0.9547171449659184,0.6215529753265603
6787.199999999977,4960,0.9769027048148309,0.7584014532243415
6835.679999999977,5327,0.9658316328745713,0.6467684021543986
6884.159999999976,7210,0.951113619589285,0.5965603726262988
6932.639999999976,6166,0.9567142795120045,0.597983870967742
6981.119999999975,5222,0.9742543307428472,0.7208097928436912
7029.599999999975,6143,0.9673077757999392,0.6894845360824742
7078.0799999999745,6852,0.9661355446533235,0.7120708748615725
7126.559999999974,5299,0.9650935614118873,0.6311926605504588
